WHO report date,var,val
2014-03-26,incidence Deaths-- Liberia,0
2014-03-27,incidence Deaths-- Liberia,6
2014-03-31,incidence Deaths-- Liberia,0
2014-04-01,incidence Deaths-- Liberia,-4
2014-04-02,incidence Deaths-- Liberia,3
2014-04-07,incidence Deaths-- Liberia,2
2014-04-10,incidence Deaths-- Liberia,7
2014-04-17,incidence Deaths-- Liberia,-1
2014-04-21,incidence Deaths-- Liberia,0
2014-04-23,incidence Deaths-- Liberia,-2
2014-04-30,incidence Deaths-- Liberia,0
2014-05-05,incidence Deaths-- Liberia,0
2014-05-14,incidence Deaths-- Liberia,0
2014-05-23,incidence Deaths-- Liberia,-2
2014-05-27,incidence Deaths-- Liberia,0
2014-05-28,incidence Deaths-- Liberia,0
2014-06-02,incidence Deaths-- Liberia,0
2014-06-05,incidence Deaths-- Liberia,0
2014-06-10,incidence Deaths-- Liberia,1
2014-06-11,incidence Deaths-- Liberia,0
2014-06-18,incidence Deaths-- Liberia,14
2014-06-24,incidence Deaths-- Liberia,10
2014-07-02,incidence Deaths-- Liberia,31
2014-07-07,incidence Deaths-- Liberia,10
2014-07-08,incidence Deaths-- Liberia,9
2014-07-14,incidence Deaths-- Liberia,4
2014-07-16,incidence Deaths-- Liberia,17
2014-07-21,incidence Deaths-- Liberia,11
2014-07-24,incidence Deaths-- Liberia,11
2014-07-28,incidence Deaths-- Liberia,2
2014-07-31,incidence Deaths-- Liberia,27
2014-08-03,incidence Deaths-- Liberia,71
2014-08-04,incidence Deaths-- Liberia,28
2014-08-08,incidence Deaths-- Liberia,39
2014-08-12,incidence Deaths-- Liberia,29
2014-08-13,incidence Deaths-- Liberia,32
2014-08-15,incidence Deaths-- Liberia,-7
2014-08-19,incidence Deaths-- Liberia,118
2014-08-21,incidence Deaths-- Liberia,110
2014-08-22,incidence Deaths-- Liberia,48
2014-08-28,incidence Deaths-- Liberia,70
2014-09-06,incidence Deaths-- Liberia,395
2014-09-08,incidence Deaths-- Liberia,135
2014-09-12,incidence Deaths-- Liberia,-87
2014-09-16,incidence Deaths-- Liberia,159
2014-09-18,incidence Deaths-- Liberia,163
2014-09-22,incidence Deaths-- Liberia,119
2014-09-24,incidence Deaths-- Liberia,99
2014-09-26,incidence Deaths-- Liberia,153
2014-10-01,incidence Deaths-- Liberia,168
2014-10-03,incidence Deaths-- Liberia,71
2014-10-08,incidence Deaths-- Liberia,141
2014-10-10,incidence Deaths-- Liberia,106
2014-10-15,incidence Deaths-- Liberia,142
2014-10-17,incidence Deaths-- Liberia,26
2014-10-22,incidence Deaths-- Liberia,221
2014-10-25,incidence Deaths-- Liberia,0
2014-10-29,incidence Deaths-- Liberia,-292
2014-10-31,incidence Deaths-- Liberia,0
2014-11-05,incidence Deaths-- Liberia,284
2014-11-07,incidence Deaths-- Liberia,69
2014-11-12,incidence Deaths-- Liberia,70
2014-11-14,incidence Deaths-- Liberia,-24
2014-11-19,incidence Deaths-- Liberia,152
2014-11-21,incidence Deaths-- Liberia,-1
2014-11-26,incidence Deaths-- Liberia,53
2014-11-28,incidence Deaths-- Liberia,129
2014-12-03,incidence Deaths-- Liberia,0
2014-12-10,incidence Deaths-- Liberia,32
2014-12-17,incidence Deaths-- Liberia,113
2014-12-24,incidence Deaths-- Liberia,94
2014-12-31,incidence Deaths-- Liberia,39
2015-01-07,incidence Deaths-- Liberia,73
2015-01-14,incidence Deaths-- Liberia,42
2015-01-21,incidence Deaths-- Liberia,67
2015-01-28,incidence Deaths-- Liberia,81
2015-02-04,incidence Deaths-- Liberia,60
2015-02-11,incidence Deaths-- Liberia,80
2015-02-18,incidence Deaths-- Liberia,74
2015-02-25,incidence Deaths-- Liberia,137
2015-03-04,incidence Deaths-- Liberia,80
2015-03-11,incidence Deaths-- Liberia,45
2015-03-18,incidence Deaths-- Liberia,102
2015-03-25,incidence Deaths-- Liberia,37
2015-04-01,incidence Deaths-- Liberia,31
2015-04-08,incidence Deaths-- Liberia,76
2015-04-15,incidence Deaths-- Liberia,78
2015-04-22,incidence Deaths-- Liberia,87
2015-04-29,incidence Deaths-- Liberia,35
2015-05-06,incidence Deaths-- Liberia,108
2015-05-13,incidence Deaths-- Liberia,53
2015-05-20,incidence Deaths-- Liberia,37
2015-05-27,incidence Deaths-- Liberia,0
2015-06-03,incidence Deaths-- Liberia,0
2015-06-10,incidence Deaths-- Liberia,0
2015-06-17,incidence Deaths-- Liberia,0
2015-06-24,incidence Deaths-- Liberia,0
2015-07-01,incidence Deaths-- Liberia,0
2015-07-08,incidence Deaths-- Liberia,1
2015-07-15,incidence Deaths-- Liberia,1
2015-07-22,incidence Deaths-- Liberia,0
2015-07-29,incidence Deaths-- Liberia,0
2015-08-05,incidence Deaths-- Liberia,0
2015-08-12,incidence Deaths-- Liberia,0
2015-08-19,incidence Deaths-- Liberia,0
2015-08-26,incidence Deaths-- Liberia,0
2015-09-03,incidence Deaths-- Liberia,0
2015-09-10,incidence Deaths-- Liberia,0
2015-09-17,incidence Deaths-- Liberia,0
2015-09-24,incidence Deaths-- Liberia,0
2015-10-01,incidence Deaths-- Liberia,0
2015-10-08,incidence Deaths-- Liberia,0
2015-10-15,incidence Deaths-- Liberia,0
2015-10-22,incidence Deaths-- Liberia,0
2015-10-29,incidence Deaths-- Liberia,0
2015-11-05,incidence Deaths-- Liberia,0
2015-11-11,incidence Deaths-- Liberia,0
2015-11-18,incidence Deaths-- Liberia,0
2015-11-25,incidence Deaths-- Liberia,0
2015-12-02,incidence Deaths-- Liberia,1
2015-12-09,incidence Deaths-- Liberia,0
2015-12-16,incidence Deaths-- Liberia,0
2015-12-23,incidence Deaths-- Liberia,0
2015-12-30,incidence Deaths-- Liberia,0
2016-01-06,incidence Deaths-- Liberia,0
2016-01-13,incidence Deaths-- Liberia,0
2016-01-20,incidence Deaths-- Liberia,0
2016-01-27,incidence Deaths-- Liberia,0
2016-02-03,incidence Deaths-- Liberia,0
2016-02-10,incidence Deaths-- Liberia,0
2016-02-17,incidence Deaths-- Liberia,0
2014-03-01,incidence Cases-- Sierra Leone,0
2014-03-02,incidence Cases-- Sierra Leone,0
2014-03-03,incidence Cases-- Sierra Leone,0
2014-03-04,incidence Cases-- Sierra Leone,0
2014-03-05,incidence Cases-- Sierra Leone,0
2014-03-06,incidence Cases-- Sierra Leone,0
2014-03-07,incidence Cases-- Sierra Leone,0
2014-03-08,incidence Cases-- Sierra Leone,0
2014-03-09,incidence Cases-- Sierra Leone,0
2014-03-10,incidence Cases-- Sierra Leone,0
2014-03-11,incidence Cases-- Sierra Leone,0
2014-03-12,incidence Cases-- Sierra Leone,0
2014-03-13,incidence Cases-- Sierra Leone,0
2014-03-14,incidence Cases-- Sierra Leone,0
2014-03-15,incidence Cases-- Sierra Leone,0
2014-03-16,incidence Cases-- Sierra Leone,0
2014-03-17,incidence Cases-- Sierra Leone,0
2014-03-18,incidence Cases-- Sierra Leone,0
2014-03-19,incidence Cases-- Sierra Leone,0
2014-03-20,incidence Cases-- Sierra Leone,0
2014-03-21,incidence Cases-- Sierra Leone,0
2014-03-22,incidence Cases-- Sierra Leone,0
2014-03-23,incidence Cases-- Sierra Leone,0
2014-03-24,incidence Cases-- Sierra Leone,0
2014-03-25,incidence Cases-- Sierra Leone,0
2014-03-26,incidence Cases-- Sierra Leone,0
2014-03-27,incidence Cases-- Sierra Leone,6
2014-03-31,incidence Cases-- Sierra Leone,-6
2014-04-01,incidence Cases-- Sierra Leone,0
2014-04-02,incidence Cases-- Sierra Leone,0
2014-04-07,incidence Cases-- Sierra Leone,0
2014-04-10,incidence Cases-- Sierra Leone,0
2014-04-17,incidence Cases-- Sierra Leone,0
2014-04-21,incidence Cases-- Sierra Leone,0
2014-04-23,incidence Cases-- Sierra Leone,0
2014-04-30,incidence Cases-- Sierra Leone,0
2014-05-05,incidence Cases-- Sierra Leone,0
2014-05-14,incidence Cases-- Sierra Leone,0
2014-05-23,incidence Cases-- Sierra Leone,0
2014-05-27,incidence Cases-- Sierra Leone,1
2014-05-28,incidence Cases-- Sierra Leone,15
2014-06-02,incidence Cases-- Sierra Leone,34
2014-06-05,incidence Cases-- Sierra Leone,31
2014-06-10,incidence Cases-- Sierra Leone,8
2014-06-11,incidence Cases-- Sierra Leone,28
2014-06-18,incidence Cases-- Sierra Leone,-20
2014-06-24,incidence Cases-- Sierra Leone,61
2014-07-02,incidence Cases-- Sierra Leone,81
2014-07-07,incidence Cases-- Sierra Leone,13
2014-07-08,incidence Cases-- Sierra Leone,53
2014-07-14,incidence Cases-- Sierra Leone,32
2014-07-16,incidence Cases-- Sierra Leone,49
2014-07-21,incidence Cases-- Sierra Leone,56
2014-07-24,incidence Cases-- Sierra Leone,12
2014-07-28,incidence Cases-- Sierra Leone,71
2014-07-31,incidence Cases-- Sierra Leone,8
2014-08-03,incidence Cases-- Sierra Leone,41
2014-08-04,incidence Cases-- Sierra Leone,72
2014-08-08,incidence Cases-- Sierra Leone,71
2014-08-12,incidence Cases-- Sierra Leone,13
2014-08-13,incidence Cases-- Sierra Leone,53
2014-08-15,incidence Cases-- Sierra Leone,27
2014-08-19,incidence Cases-- Sierra Leone,38
2014-08-21,incidence Cases-- Sierra Leone,59
2014-08-22,incidence Cases-- Sierra Leone,3
2014-08-28,incidence Cases-- Sierra Leone,116
2014-09-06,incidence Cases-- Sierra Leone,235
2014-09-08,incidence Cases-- Sierra Leone,100
2014-09-12,incidence Cases-- Sierra Leone,63
2014-09-16,incidence Cases-- Sierra Leone,196
2014-09-18,incidence Cases-- Sierra Leone,53
2014-09-22,incidence Cases-- Sierra Leone,140
2014-09-24,incidence Cases-- Sierra Leone,127
2014-09-26,incidence Cases-- Sierra Leone,81
2014-10-01,incidence Cases-- Sierra Leone,283
2014-10-03,incidence Cases-- Sierra Leone,133
2014-10-08,incidence Cases-- Sierra Leone,352
2014-10-10,incidence Cases-- Sierra Leone,161
2014-10-15,incidence Cases-- Sierra Leone,302
2014-10-17,incidence Cases-- Sierra Leone,158
2014-10-22,incidence Cases-- Sierra Leone,296
2014-10-25,incidence Cases-- Sierra Leone,190
2014-10-29,incidence Cases-- Sierra Leone,1339
2014-10-31,incidence Cases-- Sierra Leone,103
2014-11-05,incidence Cases-- Sierra Leone,-579
2014-11-07,incidence Cases-- Sierra Leone,103
2014-11-12,incidence Cases-- Sierra Leone,506
2014-11-14,incidence Cases-- Sierra Leone,218
2014-11-19,incidence Cases-- Sierra Leone,487
2014-11-21,incidence Cases-- Sierra Leone,117
2014-11-26,incidence Cases-- Sierra Leone,409
2014-11-28,incidence Cases-- Sierra Leone,510
2014-12-03,incidence Cases-- Sierra Leone,203
2014-12-10,incidence Cases-- Sierra Leone,585
2014-12-17,incidence Cases-- Sierra Leone,459
2014-12-24,incidence Cases-- Sierra Leone,648
2014-12-31,incidence Cases-- Sierra Leone,442
2015-01-07,incidence Cases-- Sierra Leone,334
2015-01-14,incidence Cases-- Sierra Leone,344
2015-01-21,incidence Cases-- Sierra Leone,216
2015-01-28,incidence Cases-- Sierra Leone,178
2015-02-04,incidence Cases-- Sierra Leone,222
2015-02-11,incidence Cases-- Sierra Leone,194
2015-02-18,incidence Cases-- Sierra Leone,169
2015-02-25,incidence Cases-- Sierra Leone,198
2015-03-04,incidence Cases-- Sierra Leone,165
2015-03-11,incidence Cases-- Sierra Leone,153
2015-03-18,incidence Cases-- Sierra Leone,132
2015-03-25,incidence Cases-- Sierra Leone,90
2015-04-01,incidence Cases-- Sierra Leone,133
2015-04-08,incidence Cases-- Sierra Leone,164
2015-04-15,incidence Cases-- Sierra Leone,63
2015-04-22,incidence Cases-- Sierra Leone,66
2015-04-29,incidence Cases-- Sierra Leone,104
2015-05-06,incidence Cases-- Sierra Leone,69
2015-05-13,incidence Cases-- Sierra Leone,83
2015-05-20,incidence Cases-- Sierra Leone,109
2015-05-27,incidence Cases-- Sierra Leone,74
2015-06-03,incidence Cases-- Sierra Leone,121
2015-06-10,incidence Cases-- Sierra Leone,74
2015-06-17,incidence Cases-- Sierra Leone,64
2015-06-24,incidence Cases-- Sierra Leone,94
2015-07-01,incidence Cases-- Sierra Leone,60
2015-07-08,incidence Cases-- Sierra Leone,36
2015-07-15,incidence Cases-- Sierra Leone,54
2015-07-22,incidence Cases-- Sierra Leone,41
2015-07-29,incidence Cases-- Sierra Leone,40
2015-08-05,incidence Cases-- Sierra Leone,116
2015-08-12,incidence Cases-- Sierra Leone,64
2015-08-19,incidence Cases-- Sierra Leone,24
2015-08-26,incidence Cases-- Sierra Leone,47
2015-09-03,incidence Cases-- Sierra Leone,97
2015-09-10,incidence Cases-- Sierra Leone,45
2015-09-17,incidence Cases-- Sierra Leone,73
2015-09-24,incidence Cases-- Sierra Leone,67
2015-10-01,incidence Cases-- Sierra Leone,88
2015-10-08,incidence Cases-- Sierra Leone,34
2015-10-15,incidence Cases-- Sierra Leone,37
2015-10-22,incidence Cases-- Sierra Leone,19
2015-10-29,incidence Cases-- Sierra Leone,60
2015-11-05,incidence Cases-- Sierra Leone,28
2015-11-11,incidence Cases-- Sierra Leone,33
2015-11-18,incidence Cases-- Sierra Leone,0
2015-11-25,incidence Cases-- Sierra Leone,0
2015-12-02,incidence Cases-- Sierra Leone,0
2015-12-09,incidence Cases-- Sierra Leone,0
2015-12-16,incidence Cases-- Sierra Leone,0
2015-12-23,incidence Cases-- Sierra Leone,0
2015-12-30,incidence Cases-- Sierra Leone,0
2016-01-06,incidence Cases-- Sierra Leone,0
2016-01-13,incidence Cases-- Sierra Leone,0
2016-01-20,incidence Cases-- Sierra Leone,1
2016-01-27,incidence Cases-- Sierra Leone,1
2016-02-03,incidence Cases-- Sierra Leone,0
2016-02-10,incidence Cases-- Sierra Leone,0
2016-02-17,incidence Cases-- Sierra Leone,0
2014-03-01,incidence Deaths-- Sierra Leone,0
2014-03-02,incidence Deaths-- Sierra Leone,0
2014-03-03,incidence Deaths-- Sierra Leone,0
2014-03-04,incidence Deaths-- Sierra Leone,0
2014-03-05,incidence Deaths-- Sierra Leone,0
2014-03-06,incidence Deaths-- Sierra Leone,0
2014-03-07,incidence Deaths-- Sierra Leone,0
2014-03-08,incidence Deaths-- Sierra Leone,0
2014-03-09,incidence Deaths-- Sierra Leone,0
2014-03-10,incidence Deaths-- Sierra Leone,0
2014-03-11,incidence Deaths-- Sierra Leone,0
2014-03-12,incidence Deaths-- Sierra Leone,0
2014-03-13,incidence Deaths-- Sierra Leone,0
2014-03-14,incidence Deaths-- Sierra Leone,0
2014-03-15,incidence Deaths-- Sierra Leone,0
2014-03-16,incidence Deaths-- Sierra Leone,0
2014-03-17,incidence Deaths-- Sierra Leone,0
2014-03-18,incidence Deaths-- Sierra Leone,0
2014-03-19,incidence Deaths-- Sierra Leone,0
2014-03-20,incidence Deaths-- Sierra Leone,0
2014-03-21,incidence Deaths-- Sierra Leone,0
2014-03-22,incidence Deaths-- Sierra Leone,0
2014-03-23,incidence Deaths-- Sierra Leone,0
2014-03-24,incidence Deaths-- Sierra Leone,0
2014-03-25,incidence Deaths-- Sierra Leone,0
2014-03-26,incidence Deaths-- Sierra Leone,0
2014-03-27,incidence Deaths-- Sierra Leone,5
2014-03-31,incidence Deaths-- Sierra Leone,-5
2014-04-01,incidence Deaths-- Sierra Leone,0
2014-04-02,incidence Deaths-- Sierra Leone,0
2014-04-07,incidence Deaths-- Sierra Leone,0
2014-04-10,incidence Deaths-- Sierra Leone,0
2014-04-17,incidence Deaths-- Sierra Leone,0
2014-04-21,incidence Deaths-- Sierra Leone,0
2014-04-23,incidence Deaths-- Sierra Leone,0
2014-04-30,incidence Deaths-- Sierra Leone,0
2014-05-05,incidence Deaths-- Sierra Leone,0
2014-05-14,incidence Deaths-- Sierra Leone,0
2014-05-23,incidence Deaths-- Sierra Leone,0
2014-05-27,incidence Deaths-- Sierra Leone,4
2014-05-28,incidence Deaths-- Sierra Leone,1
2014-06-02,incidence Deaths-- Sierra Leone,1
2014-06-05,incidence Deaths-- Sierra Leone,1
2014-06-10,incidence Deaths-- Sierra Leone,0
2014-06-11,incidence Deaths-- Sierra Leone,12
2014-06-18,incidence Deaths-- Sierra Leone,30
2014-06-24,incidence Deaths-- Sierra Leone,-15
2014-07-02,incidence Deaths-- Sierra Leone,65
2014-07-07,incidence Deaths-- Sierra Leone,2
2014-07-08,incidence Deaths-- Sierra Leone,26
2014-07-14,incidence Deaths-- Sierra Leone,15
2014-07-16,incidence Deaths-- Sierra Leone,50
2014-07-21,incidence Deaths-- Sierra Leone,14
2014-07-24,incidence Deaths-- Sierra Leone,13
2014-07-28,incidence Deaths-- Sierra Leone,5
2014-07-31,incidence Deaths-- Sierra Leone,9
2014-08-03,incidence Deaths-- Sierra Leone,19
2014-08-04,incidence Deaths-- Sierra Leone,21
2014-08-08,incidence Deaths-- Sierra Leone,25
2014-08-12,incidence Deaths-- Sierra Leone,17
2014-08-13,incidence Deaths-- Sierra Leone,19
2014-08-15,incidence Deaths-- Sierra Leone,14
2014-08-19,incidence Deaths-- Sierra Leone,17
2014-08-21,incidence Deaths-- Sierra Leone,9
2014-08-22,incidence Deaths-- Sierra Leone,18
2014-08-28,incidence Deaths-- Sierra Leone,30
2014-09-06,incidence Deaths-- Sierra Leone,69
2014-09-08,incidence Deaths-- Sierra Leone,18
2014-09-12,incidence Deaths-- Sierra Leone,15
2014-09-16,incidence Deaths-- Sierra Leone,38
2014-09-18,incidence Deaths-- Sierra Leone,0
2014-09-22,incidence Deaths-- Sierra Leone,31
2014-09-24,incidence Deaths-- Sierra Leone,4
2014-09-26,incidence Deaths-- Sierra Leone,8
2014-10-01,incidence Deaths-- Sierra Leone,17
2014-10-03,incidence Deaths-- Sierra Leone,1
2014-10-08,incidence Deaths-- Sierra Leone,256
2014-10-10,incidence Deaths-- Sierra Leone,51
2014-10-15,incidence Deaths-- Sierra Leone,253
2014-10-17,incidence Deaths-- Sierra Leone,17
2014-10-22,incidence Deaths-- Sierra Leone,159
2014-10-25,incidence Deaths-- Sierra Leone,-78
2014-10-29,incidence Deaths-- Sierra Leone,219
2014-10-31,incidence Deaths-- Sierra Leone,10
2014-11-05,incidence Deaths-- Sierra Leone,-440
2014-11-07,incidence Deaths-- Sierra Leone,60
2014-11-12,incidence Deaths-- Sierra Leone,39
2014-11-14,incidence Deaths-- Sierra Leone,18
2014-11-19,incidence Deaths-- Sierra Leone,63
2014-11-21,incidence Deaths-- Sierra Leone,17
2014-11-26,incidence Deaths-- Sierra Leone,131
2014-11-28,incidence Deaths-- Sierra Leone,132
2014-12-03,incidence Deaths-- Sierra Leone,53
2014-12-10,incidence Deaths-- Sierra Leone,185
2014-12-17,incidence Deaths-- Sierra Leone,317
2014-12-24,incidence Deaths-- Sierra Leone,497
2014-12-31,incidence Deaths-- Sierra Leone,176
2015-01-07,incidence Deaths-- Sierra Leone,185
2015-01-14,incidence Deaths-- Sierra Leone,119
2015-01-21,incidence Deaths-- Sierra Leone,83
2015-01-28,incidence Deaths-- Sierra Leone,54
2015-02-04,incidence Deaths-- Sierra Leone,77
2015-02-11,incidence Deaths-- Sierra Leone,65
2015-02-18,incidence Deaths-- Sierra Leone,67
2015-02-25,incidence Deaths-- Sierra Leone,53
2015-03-04,incidence Deaths-- Sierra Leone,85
2015-03-11,incidence Deaths-- Sierra Leone,83
2015-03-18,incidence Deaths-- Sierra Leone,62
2015-03-25,incidence Deaths-- Sierra Leone,56
2015-04-01,incidence Deaths-- Sierra Leone,52
2015-04-08,incidence Deaths-- Sierra Leone,32
2015-04-15,incidence Deaths-- Sierra Leone,26
2015-04-22,incidence Deaths-- Sierra Leone,20
2015-04-29,incidence Deaths-- Sierra Leone,22
2015-05-06,incidence Deaths-- Sierra Leone,4
2015-05-13,incidence Deaths-- Sierra Leone,1
2015-05-20,incidence Deaths-- Sierra Leone,3
2015-05-27,incidence Deaths-- Sierra Leone,1
2015-06-03,incidence Deaths-- Sierra Leone,4
2015-06-10,incidence Deaths-- Sierra Leone,3
2015-06-17,incidence Deaths-- Sierra Leone,4
2015-06-24,incidence Deaths-- Sierra Leone,9
2015-07-01,incidence Deaths-- Sierra Leone,4
2015-07-08,incidence Deaths-- Sierra Leone,8
2015-07-15,incidence Deaths-- Sierra Leone,7
2015-07-22,incidence Deaths-- Sierra Leone,2
2015-07-29,incidence Deaths-- Sierra Leone,2
2015-08-05,incidence Deaths-- Sierra Leone,0
2015-08-12,incidence Deaths-- Sierra Leone,0
2015-08-19,incidence Deaths-- Sierra Leone,1
2015-08-26,incidence Deaths-- Sierra Leone,0
2015-09-03,incidence Deaths-- Sierra Leone,1
2015-09-10,incidence Deaths-- Sierra Leone,0
2015-09-17,incidence Deaths-- Sierra Leone,0
2015-09-24,incidence Deaths-- Sierra Leone,2
2015-10-01,incidence Deaths-- Sierra Leone,0
2015-10-08,incidence Deaths-- Sierra Leone,0
2015-10-15,incidence Deaths-- Sierra Leone,0
2015-10-22,incidence Deaths-- Sierra Leone,0
2015-10-29,incidence Deaths-- Sierra Leone,0
2015-11-05,incidence Deaths-- Sierra Leone,0
2015-11-11,incidence Deaths-- Sierra Leone,0
2015-11-18,incidence Deaths-- Sierra Leone,0
2015-11-25,incidence Deaths-- Sierra Leone,0
2015-12-02,incidence Deaths-- Sierra Leone,0
2015-12-09,incidence Deaths-- Sierra Leone,0
2015-12-16,incidence Deaths-- Sierra Leone,0
2015-12-23,incidence Deaths-- Sierra Leone,0
2015-12-30,incidence Deaths-- Sierra Leone,0
2016-01-06,incidence Deaths-- Sierra Leone,0
2016-01-13,incidence Deaths-- Sierra Leone,0
2016-01-20,incidence Deaths-- Sierra Leone,1
2016-01-27,incidence Deaths-- Sierra Leone,0
2016-02-03,incidence Deaths-- Sierra Leone,0
2016-02-10,incidence Deaths-- Sierra Leone,0
2016-02-17,incidence Deaths-- Sierra Leone,0
